Distance_(inches),Gray_Value
1.39583,18.0000
1.40625,21.0000
1.41667,17.0000
1.42708,20.0000
1.43750,19.0000
1.44792,19.0000
1.45833,19.0000
1.46875,19.0000
1.47917,19.0000
1.48958,21.0000
1.50000,21.0000
1.51042,21.0000
1.52083,21.0000
1.53125,18.0000
1.54167,18.0000
1.55208,18.0000
1.56250,18.0000
1.57292,19.0000
1.58333,19.0000
1.59375,19.0000
1.60417,19.0000
1.61458,19.0000
1.62500,19.0000
1.63542,19.0000
1.64583,19.0000
1.65625,19.0000
1.66667,18.0000
1.67708,18.0000
1.68750,18.0000
1.69792,18.0000
1.70833,18.0000
1.71875,18.0000
1.72917,18.0000
1.73958,18.0000
1.75000,18.0000
1.76042,18.6667
1.77083,18.6667
1.78125,18.6667
1.79167,18.6667
1.80208,18.6667
1.81250,18.6667
1.82292,18.6667
1.83333,18.6667
1.84375,18.0000
1.85417,18.0000
1.86458,18.0000
1.87500,18.0000
1.88542,18.0000
1.89583,18.0000
1.90625,18.0000
1.91667,18.0000
1.92708,18.0000
1.93750,18.0000
1.94792,18.0000
1.95833,18.0000
1.96875,18.0000
1.97917,18.0000
1.98958,18.0000
2.00000,18.0000
2.01042,18.0000
2.02083,18.0000
2.03125,18.0000
2.04167,24.0000
2.05208,24.0000
2.06250,18.0000
2.07292,20.0000
2.08333,20.0000
2.09375,20.0000
2.10417,20.0000
2.11458,19.0000
2.12500,19.0000
2.13542,19.0000
2.14583,19.0000
2.15625,19.0000
2.16667,19.0000
2.17708,19.0000
2.18750,19.0000
2.19792,19.0000
2.20833,19.0000
2.21875,19.0000
2.22917,19.0000
2.23958,19.0000
2.25000,19.0000
2.26042,19.0000
2.27083,19.0000
2.28125,19.0000
2.29167,19.0000
2.30208,18.0000
2.31250,18.0000
2.32292,18.0000
2.33333,18.0000
2.34375,20.0000
2.35417,20.0000
2.36458,20.0000
2.37500,20.0000
2.38542,20.0000
2.39583,20.0000
2.40625,20.0000
2.41667,20.0000
2.42708,20.0000
2.43750,21.0000
2.44792,21.0000
2.45833,21.0000
2.46875,21.0000
2.47917,21.0000
2.48958,21.0000
2.50000,21.0000
2.51042,21.0000
2.52083,21.0000
2.53125,21.0000
2.54167,21.0000
2.55208,21.0000
2.56250,21.0000
2.57292,20.0000
2.58333,20.0000
2.59375,20.0000
2.60417,20.0000
2.61458,21.0000
2.62500,25.0000
2.63542,32.0000
