Distance_(inches),Gray_Value
7.03125,9.000
7.04167,9.000
7.05208,9.000
7.06250,9.000
7.07292,9.000
7.08333,9.000
7.09375,9.000
7.10417,9.000
7.11458,9.000
7.12500,9.000
7.13542,9.000
7.14583,9.000
7.15625,9.000
7.16667,9.000
7.17708,9.000
