Distance_(inches),Gray_Value
5.51042,17.000
5.52083,17.000
5.53125,17.000
5.54167,17.000
5.55208,17.000
5.56250,17.000
5.57292,17.000
5.58333,17.000
5.59375,17.000
5.60417,17.000
5.61458,17.000
5.62500,17.000
5.63542,17.000
5.64583,17.000
5.65625,17.000
5.66667,17.000
5.67708,17.000
5.68750,17.000
5.69792,17.000
5.70833,17.000
5.71875,17.000
5.72917,17.000
5.73958,17.000
5.75000,17.000
5.76042,17.000
5.77083,17.000
5.78125,16.000
5.79167,16.000
5.80208,16.000
5.81250,16.000
5.82292,16.000
5.83333,18.000
5.84375,18.000
5.85417,18.000
5.86458,18.000
5.87500,17.000
5.88542,17.000
5.89583,17.000
5.90625,17.000
5.91667,17.000
5.92708,17.000
5.93750,17.000
5.94792,17.000
5.95833,17.000
5.96875,17.000
5.97917,17.000
5.98958,17.000
6.00000,17.000
6.01042,14.000
6.02083,14.000
6.03125,14.000
6.04167,14.000
6.05208,16.000
6.06250,16.000
6.07292,16.000
6.08333,16.000
6.09375,16.000
6.10417,17.000
6.11458,17.000
6.12500,17.000
6.13542,17.000
6.14583,17.000
6.15625,17.000
6.16667,17.000
6.17708,17.000
6.18750,17.000
6.19792,17.000
6.20833,17.000
6.21875,17.000
6.22917,17.000
6.23958,17.000
6.25000,17.000
6.26042,17.000
6.27083,17.000
6.28125,17.000
6.29167,17.000
6.30208,17.000
6.31250,17.000
6.32292,17.000
6.33333,17.000
6.34375,17.000
6.35417,17.000
6.36458,17.000
6.37500,17.000
6.38542,17.000
6.39583,17.000
6.40625,17.000
6.41667,17.000
6.42708,17.000
6.43750,17.000
6.44792,17.000
6.45833,17.000
6.46875,17.000
6.47917,17.000
6.48958,17.000
6.50000,17.000
6.51042,17.000
6.52083,17.000
6.53125,17.000
6.54167,17.000
6.55208,17.000
6.56250,17.000
6.57292,17.000
6.58333,17.000
6.59375,17.000
6.60417,17.000
6.61458,17.000
6.62500,17.000
6.63542,17.000
6.64583,17.000
6.65625,17.000
6.66667,17.000
6.67708,17.000
6.68750,17.000
6.69792,17.000
6.70833,17.000
6.71875,17.000
6.72917,17.667
6.73958,17.667
6.75000,17.667
6.76042,17.667
6.77083,17.667
6.78125,17.667
6.79167,17.667
6.80208,17.667
6.81250,17.667
6.82292,16.667
6.83333,16.667
6.84375,16.667
6.85417,16.667
6.86458,17.667
6.87500,17.667
6.88542,17.667
6.89583,17.667
6.90625,17.667
6.91667,17.667
6.92708,17.667
6.93750,17.667
6.94792,17.667
6.95833,16.667
6.96875,18.667
6.97917,22.667
6.98958,23.667
7.00000,26.000
7.01042,29.000
7.02083,29.000
7.03125,25.000
7.04167,18.000
7.05208,17.000
7.06250,17.000
7.07292,17.000
7.08333,17.000
7.09375,17.000
7.10417,17.000
7.11458,17.000
7.12500,17.000
7.13542,18.000
7.14583,18.000
7.15625,18.000
7.16667,18.000
7.17708,18.000
7.18750,244.333
7.19792,0.000
